NumID,Player ID,SearchID,Last Name,First Name,Birthplace,Height,Weight,Bats,Throws,Position,BirthYear,BirthMonth,BirthDay
1120,,101121,Masumoto,Ichiro,Japan,170,73,Right,Right,Left fielder,1934,6,16
1121,,101122,Kimino,Kenichi,Japan,175,73,Right,Right,First baseman,1934,7,10
1122,,101123,Yamane,Hidehiko,Japan,170,67,Right,Right,Pinch Hitter,1934,7,11
1123,,101124,Tadokoro,Zenjiro,Japan,170,66,Right,Right,Pitcher,1934,7,17
1124,,101125,Koyama,Masaaki,Japan,183,73,Right,Right,Pitcher,1934,7,28
1125,,101126,Hyodo,Tadashi,Japan,178,75,Left,Left,First baseman,1934,8,9
1126,,101127,Harada,Shinkichi,Japan,175,73,Right,Right,Third baseman,1934,8,15
1127,,101128,Kikuchi,Hirohito,Japan,178,68,Right,Right,Pitcher,1934,8,27
1128,,101129,Ninomiya,Masaaki,Japan,176,71,Right,Right,Right fielder,1934,9,8
1129,,101130,Yamamoto,Tetsuya,Japan,170,64,Right,Right,Catcher,1934,9,26
1130,,101131,Ashiki,Toshiro,Japan,173,66,Left,Left,Pitcher,1934,9,27
1131,,101132,Ina,Tsutomu,Japan,175,65,Left,Left,Pitcher,1934,10,1
1132,,101133,Fujio,Shigeru,Japan,173,75,Right,Right,Catcher,1934,10,8
1133,,101134,Kozuka,Hiroshi,Japan,173,60,Left,Left,Pitcher,1934,10,8
1134,,101135,Nishimura,Sadaaki,Japan,178,73,Right,Right,Pitcher,1934,11,25
1135,,101136,Takakura,Teruyuki,Japan,173,75,Right,Right,Center fielder,1934,12,8
1136,,101137,Kimura,Shunichi,Japan,168,63,Right,Right,Pitcher,1934,12,15
1137,,101138,Sakamoto,Kio,Japan,173,68,Right,Right,Shortstop,1934,12,24
1138,,101139,Sano,Yosuke,Japan,170,64,Right,Right,Second baseman,1935,1,1
1139,,101140,Uemura,Yoshinobu,Japan,178,72,Right,Right,Pitcher,1935,1,5
1140,,101141,Toyoda,Yasumitsu,Japan,175,82,Right,Right,Shortstop,1935,2,12
1141,,101142,Kamamoto,Katsuyoshi,Japan,173,68,Right,Right,Pitcher,1935,2,22
1142,,101143,Hayakawa,Shinji,Japan,178,71,Right,Right,Third baseman,1935,3,15
1143,,101144,Tajima,Sadamu,Japan,188,75,Right,Right,Pitcher,1935,3,29
1144,,101145,Nakamura,Taisei,Japan,175,75,Right,Right,Pitcher,1935,7,18
1145,,101146,Akiyama,Takeshi,Japan,175,68,Left,Left,Pitcher,1935,9,29
1146,,101147,Kagawa,Tadashi,Japan,173,68,Right,Right,Right fielder,1922,7,23
1147,,101148,Recca,Sal,United States,180,73,Right,Right,Catcher,1923,11,8
1148,,101149,Luis,Charles,United States,183,88,Right,Right,Catcher,1925,5,30
1149,,101150,Doole,Jim,United States,176,79,Right,Right,Pitcher,1925,8,6
1150,,101151,Kajiwara,Munehiro,Japan,170,68,Right,Right,Pitcher,1926,9,20
1151,,101152,McCabe,Jimmy,United States,179,77,Right,Right,Shortstop,1928,1,27
1152,,101153,Maekawa,Tadao,Japan,173,65,Right,Right,Shortstop,1929,1,18
1153,,101154,Mise,Masayasu,Japan,170,60,Right,Right,Second baseman,1929,4,23
1154,,101155,Hanabusa,Kenji,Japan,173,64,Right,Right,Pinch Hitter,1929,12,10
1155,,101156,Sakaeya,Etsuo,Japan,168,62,Left,Left,Pitcher,1930,2,13
1156,,101157,Sasahara,Etsuro,Japan,173,61,Left,Left,Pinch Hitter,1930,4,2
1157,,101158,Kayahara,Kazumi,Japan,170,68,Right,Right,Right fielder,1930,4,5
1158,,101159,Hara,Katsuhiko,Japan,170,65,Right,Right,Catcher,1930,6,3
1159,,101160,Sugiyama,Shinjiro,Japan,170,63,Left,Right,Second baseman,1930,12,9
1160,,101161,Nomo,Tokumi,Japan,173,73,Left,Left,Pitcher,1930,12,13
1161,,101162,Omura,Takashi,Japan,170,65,Right,Right,Pinch Hitter,1931,1,29
1162,,101163,Matsuoka,Mitsuo,,173,68,Left,Left,Pitcher,1931,2,17
1163,,101164,Takada,Kosaku,Japan,170,64,Right,Right,Pitcher,1931,5,18
1164,,101165,Fujita,Tatsuo,Japan,173,68,Left,Right,Pinch Hitter,1931,5,24
1165,,101166,Watanabe,Reijiro,Japan,170,67,Right,Right,Shortstop,1931,7,27
1166,,101167,Nara,Fujiya,Japan,173,68,Right,Right,Left fielder,1931,8,6
1167,,101168,Hamazaki,Masaru,China,163,58,Right,Right,Second baseman,1931,10,8
1168,,101169,Komori,Kosei,Japan,173,71,Right,Right,Third baseman,1931,11,2
1169,,101170,Kinoshita,Ikuhiko,Japan,173,68,Right,Right,Catcher,1931,12,7
1170,,101171,Iwashita,Morimichi,Japan,175,73,Left,Left,Left fielder,1931,12,9
1171,,101172,Kawaguchi,Hideyuki,Japan,170,64,Right,Right,Pinch Hitter,1931,12,28
1172,,101173,Oda,Kimio,Japan,191,86,Right,Right,Pinch Hitter,1932,1,13
1173,,101174,Hirooka,Tatsuro,Japan,180,70,Right,Right,Shortstop,1932,2,9
1174,,101175,Mizukami,Shizuya,Japan,173,65,Right,Right,Shortstop,1932,2,16
1175,,101176,Oto,Yuki,Japan,170,65,Right,Right,Pinch Hitter,1932,4,1
1176,,101177,Tamaki,Haruo,Japan,165,60,Right,Right,Third baseman,1932,4,14
1177,,101178,Ishikawa,Susumu,Japan,175,64,Left,Left,Right fielder,1932,4,28
1178,,101179,Ono,Hiroshi,Japan,170,68,Right,Right,Third baseman,1932,5,14
1179,,101180,Dodo,Takao,Japan,170,68,Left,Left,Left fielder,1932,5,15
1180,,101181,Murata,Hirohide,Japan,178,71,Right,Right,Pitcher,1932,5,28
1181,,101182,Nakano,Takao,Japan,173,64,Right,Right,Pitcher,1932,6,2
1182,,101183,Kawakami,Yoshinobu,Japan,173,68,Left,Left,Center fielder,1932,6,13
1183,,101184,Harada,Takashi,Japan,168,70,Right,Right,Second baseman,1932,7,21
1184,,101185,Yamasaki,Moriaki,,170,66,Right,Right,Pitcher,1932,10,20
1185,,101186,Yoneyama,Mitsuo,Japan,170,62,Right,Right,Shortstop,1933,1,5
1186,,101187,Kito,Hiromitsu,Japan,175,64,Left,Left,Pitcher,1933,1,16
1187,,101188,Nakashizu,Tadahachi,Japan,175,75,Right,Right,Pinch Hitter,1933,4,3
1188,,101189,Nitta,Michio,Japan,175,71,Right,Right,Pitcher,1933,5,8
1189,,101190,Yokoyama,Koji,Japan,175,73,Right,Right,Right fielder,1933,6,1
1190,,101191,Nakajima,Tatsuo,Japan,178,75,Right,Right,Right fielder,1933,6,19
1191,,101192,Kuroiwa,Hiroshi,Japan,173,70,Right,Right,Pitcher,1933,7,1
1192,,101193,Kato,Taro,Japan,173,68,Right,Right,Pitcher,1933,7,7
1193,,101194,Kawagoshi,Kameji,Japan,173,75,Right,Right,Pinch Hitter,1933,7,8
1194,,101195,Yoshizawa,Takeo,Japan,170,75,Right,Right,Catcher,1933,7,15
1195,,101196,Kitagawa,Nobuyoshi,Japan,178,73,Right,Right,Pinch Hitter,1933,8,13
1196,,101197,Fujikawa,Tetsuro,Japan,173,68,Right,Right,Pitcher,1933,12,9
1197,,101198,Ohashi,Ichiro,Japan,173,71,Right,Right,Third baseman,1933,12,20
1198,,101199,Hirose,Masahiko,Japan,173,72,Right,Right,Pitcher,1934,1,8
1199,,101200,Nishio,Shigetaka,Japan,178,70,Left,Left,Pitcher,1934,2,2
1200,,101201,Mizuno,Hajime,Japan,173,73,Left,Right,Center fielder,1934,2,25
1201,,101202,Yamagishi,Shizuma,Japan,170,68,Right,Right,Catcher,1934,4,2
1202,,101203,Kunito,Koji,Japan,175,73,Right,Right,Pitcher,1934,4,3
1203,,101204,Kuboyama,Makoto,Japan,168,81,Right,Right,Catcher,1934,4,15
1204,,101205,Ukai,Akiyuki,Japan,173,72,Right,Right,Catcher,1934,4,25
1205,,101206,Otsuka,Yasunori,Japan,175,70,Right,Right,Pitcher,1934,5,8
1206,,101207,Mochizuki,Shigekatsu,Japan,173,68,Right,Right,Pitcher,1934,5,9
1207,,101208,Tashiro,Terukatsu,Japan,180,71,Right,Right,Pitcher,1934,6,27
1208,,101209,Kakurai,Minoru,Japan,175,68,Left,Left,Center fielder,1934,6,29
1209,,101210,Hataya,Seiji,Japan,175,67,Right,Right,Catcher,1934,7,26
1210,,101211,Nagasaka,Mamoru,Japan,178,71,Right,Right,Pitcher,1934,8,8
1211,,101212,Kitamura,Chikao,Japan,175,68,Right,Right,Pitcher,1934,8,24
1212,,101213,Tamura,Mitsuru,Japan,175,64,Left,Left,Pitcher,1934,8,28
1213,,101214,Oki,Mamoru,Japan,175,71,Right,Right,Center fielder,1934,9,15
1214,,101215,Yamamoto,Yoshiji,Japan,178,75,Left,Left,Pitcher,1934,9,30
1215,,101216,Sakagami,Atsushi,Japan,180,71,Right,Right,Pitcher,1934,10,22
1216,,101217,Sugio,Tomio,Japan,175,67,Right,Right,Pitcher,1934,11,9
1217,,101218,Hattori,Shigeji,Japan,175,70,Right,Right,Pitcher,1934,11,17
1218,,101219,Haijima,Hisami,Japan,178,80,Right,Right,Catcher,1934,11,20
1219,,101220,Tanaka,Mamoru,Japan,178,86,Right,Right,Right fielder,1934,12,1
1220,,101221,Yamashita,Noboru,Japan,175,65,Right,Right,Pitcher,1934,12,28
1221,,101222,Kono,Akiteru,Japan,173,64,Right,Right,Shortstop,1935,1,1
1222,,101223,Iiyama,Heiichi,Japan,170,66,Right,Right,Third baseman,1935,2,3
1223,,101224,Nagao,Hitoshi,Japan,180,68,Right,Right,Pitcher,1935,2,5
1224,,101225,Yamabe,Seiji,Japan,175,75,Right,Right,Pitcher,1935,2,7
1225,,101226,Tanaka,Junji,Japan,170,61,Right,Right,Shortstop,1935,3,27
1226,,101227,Togawa,Ichiro,Japan,170,66,Right,Right,Pitcher,1935,4,2
1227,,101228,Kajimoto,Takao,Japan,185,75,Left,Left,Pitcher,1935,4,8
1228,,101229,Yamamoto,Kansuke,Japan,175,68,Right,Right,Pitcher,1935,4,8
1229,,101230,Okamoto,Yoshinobu,Japan,173,68,Right,Right,Pinch Hitter,1935,4,25
1230,,101231,Ogi,Akira,Japan,170,71,Right,Right,Second baseman,1935,4,29
1231,,101232,Okajima,Hiroji,Japan,168,72,Right,Right,Third baseman,1935,5,5
1232,,101233,Takahashi,Masao,Japan,168,64,Right,Right,Shortstop,1935,5,5
1233,,101234,Misumi,Akifumi,Japan,178,71,Right,Right,Pitcher,1935,5,8
1234,,101235,Kato,Masatoshi,Japan,175,73,Right,Right,Catcher,1935,5,10
1235,,101236,Nakajima,Takashi,Japan,173,68,Right,Right,Pitcher,1935,5,14
1236,,101237,Unno,Naotake,Japan,170,68,Left,Left,Pitcher,1935,5,17
1237,,101238,Tsukuda,Akitada,Japan,178,72,Right,Right,Catcher,1935,5,19
1238,,101239,Ai,Toshiharu,Japan,163,68,Right,Right,Catcher,1935,6,6
1239,,101240,Kodama,Akitoshi,Japan,173,70,Right,Right,Third baseman,1935,6,10
1240,,101241,Akimoto,Tadanori,Japan,168,64,Right,Right,Second baseman,1935,6,14
1241,,101242,Matsuda,Yukichi,Japan,170,66,Right,Right,Second baseman,1935,6,23
1242,,101243,Ando,Junzo,Japan,170,68,Right,Right,Catcher,1935,6,28
1243,,101244,Nomura,Katsuya,Japan,175,85,Right,Right,Catcher,1935,6,29
1244,,101245,Oyane,Hiroomi,Japan,173,68,Right,Right,Pitcher,1935,7,1
1245,,101246,Minagawa,Mutsuo,Japan,178,73,Right,Right,Pitcher,1935,7,3
1246,,101247,Nakagawa,Takashi,Japan,175,65,Right,Right,Pitcher,1935,7,3
1247,,101248,One,Akira,Japan,173,66,Right,Right,Pitcher,1935,7,15
1248,,101249,Yoshioka,Shiro,Japan,178,71,Left,Left,Pitcher,1935,7,18
1249,,101250,Takuwa,Motoji,Japan,178,67,Right,Right,Pitcher,1935,7,18
1250,,101251,Soratani,Yasushi,Japan,175,71,Right,Right,Pitcher,1935,7,19
1251,,101252,Tanaka,Akio,Japan,173,68,Left,Left,Pinch Hitter,1935,7,23
1252,,101253,Ota,Takeshi,Japan,175,68,Left,Left,Pitcher,1935,8,6
1253,,101254,Yamada,Kiyoshi,Japan,173,64,Right,Right,Pitcher,1935,8,10
1254,,101255,Moriuchi,Katsumi,Japan,168,62,Left,Left,Pitcher,1935,9,4
1255,,101256,Ogawa,Shigeru,Japan,173,71,Right,Right,Second baseman,1935,9,9
1256,,101257,Takiuchi,Yasuo,Japan,173,75,Right,Right,Second baseman,1935,10,30
1257,,101258,Arimachi,Masaaki,Japan,163,63,Right,Right,Shortstop,1935,11,13
1258,,101259,Kobayashi,Yuji,Japan,173,64,Right,Right,Third baseman,1935,12,1
1259,,101260,Oishi,Masahiko,Japan,168,63,Right,Right,Pitcher,1936,1,11
1260,,101261,Ishida,Masaaki,Japan,173,73,Left,Left,First baseman,1936,1,13
1261,,101262,Busujima,Shoichi,Japan,178,72,Left,Right,Right fielder,1936,1,14
1262,,101263,Takahashi,Kazuo,Japan,178,68,Right,Right,Catcher,1936,2,5
1263,,101264,Mitsubayashi,Seiji,Japan,173,70,Right,Right,Pitcher,1936,2,9
1264,,101265,Tahara,Yasuyuki,Japan,173,64,Right,Right,Pitcher,1936,2,9
1265,,101266,Kitahara,Satoshi,Japan,170,68,Right,Left,Pitcher,1936,2,28
1266,,101267,Ikeda,Keiichi,Japan,173,68,Right,Right,Second baseman,1936,3,3
1267,,101268,Yasuhara,Tatsuyoshi,Japan,178,75,Right,Right,Pitcher,1936,3,5
1268,,101269,Okazaki,Tsuneto,Japan,173,68,Right,Right,Pinch Hitter,1936,3,29
1269,,101270,Tahara,Totaro,Japan,173,64,Right,Right,Pitcher,1936,3,30
1270,,101271,Yamanaka,Masahiro,Japan,168,60,Left,Left,Pitcher,1937,2,4
1271,,101272,Spearman,Alvin,United States,185,84,Right,Right,Pitcher,1926,8,27
1272,,101273,Hirayama,Satoshi,United States,163,64,Right,Right,Center fielder,1930,2,17
1273,,101274,Kimura,Kazuo,Japan,165,67,Right,Right,Second baseman,1930,10,4
1274,,101275,Pinckard,Bill,United States,191,95,Right,Right,Right fielder,1931,1,28
1275,,101276,Sato,Shigeo,Japan,173,73,Right,Right,Pinch Hitter,1931,10,22
1276,,101277,Kobayashi,Sensuke,Japan,185,77,Right,Right,First baseman,1931,11,3
1277,,101278,Harada,Yasuaki,Japan,175,75,Right,Right,Catcher,1931,11,17
1278,,101279,Katayama,Yoshimi,Japan,175,68,Right,Right,Third baseman,1932,4,22
1279,,101280,Ichiyanagi,Tadanao,Japan,178,68,Right,Right,Catcher,1932,4,29
1280,,101281,Manda,Mutsuo,Japan,173,68,Right,Right,Catcher,1932,7,14
1281,,101282,Sakamoto,Noboru,Japan,173,66,Right,Right,Pinch Hitter,1932,9,20
1282,,101283,Munesue,Susumu,Japan,170,68,Right,Right,Catcher,1932,11,2
1283,,101284,Watanabe,Kiyoshi,Japan,175,72,Right,Right,Center fielder,1932,11,30
1284,,101285,Kawamoto,Koji,Japan,175,68,Right,Right,First baseman,1932,12,1
1285,,101286,Hayashida,Shozo,Japan,178,78,Right,Right,Right fielder,1932,12,25
1286,,101287,Utsumi,Takehiko,Japan,178,80,Right,Right,Third baseman,1933,1,25
1287,,101288,Kawai,Shizuo,Japan,173,66,Right,Right,Pitcher,1933,2,12
1288,,101289,Okamoto,Kenichiro,Japan,175,81,Left,Left,First baseman,1933,2,16
1289,,101290,Edamura,Tsutomu,Japan,175,75,Right,Right,Right fielder,1933,2,28
1290,,101291,Hayashi,Hideki,Japan,173,60,Right,Right,Pitcher,1933,3,11
1291,,101292,Barbon,Roberto,Cuba,176,72,Right,Right,Second baseman,1933,3,13
1292,,101293,Maruko,Hiroshi,Japan,178,68,Right,Right,Pitcher,1933,3,22
1293,,101294,Kiori,Takeyoshi,Japan,170,63,Right,Right,Catcher,1933,4,3
1294,,101295,Miyamoto,Toshio,United States,175,84,Right,Right,Right fielder,1933,4,26
1295,,101296,Tanaka,Ichiro,Japan,173,71,Right,Right,Pinch Hitter,1933,5,6
1296,,101297,Kanagu,Yosuke,Japan,173,66,Left,Left,Pitcher,1933,5,10
1297,,101298,Oishi,Masatada,Japan,175,73,Right,Right,Center fielder,1933,6,11
1298,,101299,Bussan,Don,United States,189,90,Right,Right,Left fielder,1933,6,13
1299,,101300,Kataoka,Setsujiro,Japan,183,66,Right,Right,Pitcher,1933,6,14
1300,,101301,Onodera,Katsuo,Japan,170,62,Right,Right,Catcher,1933,7,8
1301,,101302,Kano,Koichi,Japan,178,64,Right,Right,Shortstop,1933,8,1
1302,,101303,Kawazu,Kenichi,Japan,180,73,Right,Right,Third baseman,1933,12,4
1303,,101304,Komukata,Shinichi,Japan,170,60,Right,Left,Pitcher,1933,12,17
1304,,101305,Hamada,Kazuo,Japan,163,64,Right,Right,Second baseman,1933,12,31
1305,,101306,Hiyama,Sadao,Japan,173,65,Left,Right,First baseman,1934,2,1
1306,,101307,Kura,Fumio,Japan,173,66,Right,Right,Pitcher,1934,2,1
1307,,101308,Owada,Akira,Japan,178,76,Right,Right,Left fielder,1934,3,21
1308,,101309,Goto,Osamu,Japan,180,78,Left,Left,Pitcher,1934,4,1
1309,,101310,Sasaki,Shigenori,Japan,173,66,Right,Right,Second baseman,1934,4,21
1310,,101311,Ishikawa,Midori,Japan,175,76,Right,Right,Pitcher,1934,5,10
1311,,101312,Sato,Ryoichi,Japan,173,64,Right,Right,Pitcher,1934,6,8
1312,,101313,Ishida,Yasuzo,Japan,170,60,Right,Right,Third baseman,1934,6,11
1313,,101314,Yatsunami,Akio,Japan,175,64,Left,Left,Pitcher,1934,6,12
1314,,101315,Yamamoto,Fumiya,Japan,170,68,Right,Right,Pitcher,1934,8,5
1315,,101316,Kawasaki,Keinosuke,Japan,173,70,Left,Left,First baseman,1934,8,5
1316,,101317,Aoki,Minoru,Japan,175,68,Right,Right,Pitcher,1934,9,7
1317,,101318,Kunimatsu,Akira,Japan,180,77,Left,Left,Right fielder,1934,9,14
1318,,101319,Takayama,Kunio,Japan,173,66,Right,Right,Pitcher,1934,10,7
1319,,101320,Shigemura,Takeo,Japan,178,68,Right,Right,Pitcher,1934,11,7
1320,,101321,Okamoto,Kyohei,Japan,170,66,Right,Right,Pitcher,1934,11,21
1321,,101322,Kubota,Osamu,Japan,178,72,Right,Right,Pitcher,1934,12,19
1322,,101323,Takano,Kaiji,Japan,173,68,Left,Left,Left fielder,1935,1,1
1323,,101324,Watanabe,Kunio,Japan,173,68,Right,Right,Left fielder,1935,1,22
1324,,101325,Hosomizo,Hisao,Japan,170,65,Right,Right,Pinch Hitter,1935,2,5
1325,,101326,Fukuoka,Tsuneo,Japan,173,68,Right,Right,Shortstop,1935,3,28
1326,,101327,Shimada,Junsuke,Japan,173,68,Right,Right,Shortstop,1935,4,23
1327,,101328,Yabusaki,Hiroshi,Japan,175,68,Left,Right,Pitcher,1935,4,23
1328,,101329,Kuroki,Sadao,Japan,170,62,Right,Right,Pitcher,1935,4,24
1329,,101330,Moriguchi,Tetsuo,Japan,173,62,Right,Right,Pitcher,1935,5,3
1330,,101331,Hamaguchi,Takeshi,Japan,170,65,Left,Left,Pitcher,1935,5,9
1331,,101332,Hayashi,Yoshiteru,Japan,173,68,Right,Right,Pitcher,1935,5,14
1332,,101333,Takahashi,Koichi,Japan,173,67,Right,Right,Pitcher,1935,6,14
1333,,101334,Minami,Teruaki,Japan,170,64,Right,Right,Shortstop,1935,7,7
1334,,101335,Hayashi,Katsumi,Japan,173,71,Right,Right,Left fielder,1935,7,13
1335,,101336,Ichikawa,Haruhiko,Japan,175,70,Right,Right,Pinch Hitter,1935,7,30
1336,,101337,Miyazaki,Itsuhito,Japan,173,64,Right,Right,Pitcher,1935,8,1
1337,,101338,Sekiguchi,Masami,Japan,173,68,Right,Right,Pitcher,1935,8,13
1338,,101339,Fujii,Hiromu,Japan,183,83,Right,Right,First baseman,1935,9,29
1339,,101340,Arai,Shigeru,Japan,173,68,Left,Left,Right fielder,1935,9,29
1340,,101341,Yokomizo,Katsura,Japan,168,60,Left,Left,Center fielder,1935,10,1
1341,,101342,Horiuchi,Sho,Japan,180,75,Right,Right,Pitcher,1935,10,5
1342,,101343,Tsuchiya,Masataka,Japan,180,73,Right,Right,Second baseman,1935,10,6
1343,,101344,Matsuoka,Yoji,Japan,170,66,Left,Left,Center fielder,1935,10,9
1344,,101345,Nishimura,Kazunori,Japan,175,72,Right,Right,Pitcher,1935,10,11
1345,,101346,Okuhara,Tameo,Japan,175,68,Left,Left,Pitcher,1935,10,13
1346,,101347,Tobe,Takayasu,Japan,178,70,Right,Right,Pitcher,1935,11,2
1347,,101348,Sagawa,Morikazu,Japan,170,66,Left,Left,Pitcher,1935,11,11
1348,,101349,Tsutsui,Shinji,Japan,178,64,Right,Right,Third baseman,1935,11,23
1349,,101350,Ozawa,Fumio,Japan,173,68,Left,Left,Pitcher,1935,12,5
1350,,101351,Kanda,Kaoru,Japan,175,75,Right,Right,Pitcher,1935,12,6
1351,,101352,Tomokawa,Kenji,Japan,178,68,Left,Left,Left fielder,1935,12,9
1352,,101353,Nakayama,Toshitake,Japan,175,66,Left,Left,Pitcher,1935,12,14
1353,,101354,Tsujinaka,Sadatoshi,Japan,173,64,Right,Right,Pitcher,1935,12,26
1354,,101355,Toda,Tadao,Japan,173,68,Left,Right,Pinch Hitter,1936,2,15
1355,,101356,Saida,Hitoshi,Japan,170,68,Right,Right,Right fielder,1936,2,17
1356,,101357,Hiratsuka,Takara,Japan,178,70,Right,Right,Pinch Hitter,1936,3,7
1357,,101358,Yanase,Fumio,Japan,170,64,Right,Right,Third baseman,1936,3,28
1358,,101359,Tanaka,Haruo,Japan,170,66,Right,Right,Pinch Hitter,1936,4,4
1359,,101360,Shimada,Koji,Japan,173,75,Right,Right,First baseman,1936,4,12
1360,,101361,Nakayama,Saburo,Japan,170,64,Right,Right,Pitcher,1936,4,22
1361,,101362,Egawa,Kotaro,Japan,170,65,Right,Right,Third baseman,1936,4,22
1362,,101363,Kadota,Ryozo,Japan,175,71,Right,Right,Left fielder,1936,4,27
1363,,101364,Naka,Toshio,Japan,168,73,Left,Right,Center fielder,1936,4,28
1364,,101365,Hashimoto,Masao,Japan,173,78,Right,Right,Pitcher,1936,5,7
1365,,101366,Ishizaki,Masakatsu,Japan,180,68,Right,Right,Pitcher,1936,5,9
1366,,101367,Akimitsu,Shinji,Japan,175,66,Left,Left,Pitcher,1936,5,21
1367,,101368,Yamamura,Mikihiro,Japan,168,64,Right,Right,Third baseman,1936,5,23
1368,,101369,Aoki,Jun,Japan,170,66,Right,Right,Catcher,1936,5,29
1369,,101370,Daiku,Masaru,Japan,173,73,Right,Right,Pitcher,1936,6,13
1370,,101371,Hara,Toshitada,Japan,170,64,Right,Left,Pitcher,1936,6,14
1371,,101372,Ariyoshi,Hiromasa,Japan,177,79,Right,Right,Pitcher,1936,6,16
1372,,101373,Kawata,Yukio,Japan,180,73,Right,Right,Pitcher,1936,6,27
1373,,101374,Asagoe,Keiichi,Japan,173,82,Right,Right,Second baseman,1936,7,2
1374,,101375,Hasegawa,Hiroshi,Japan,178,68,Right,Right,Pitcher,1936,7,7
1375,,101376,Fukushima,Ikuo,Japan,173,66,Right,Right,Pitcher,1936,7,11
1376,,101377,Nogami,Hirosato,Japan,175,71,Right,Right,Catcher,1936,7,18
1377,,101378,Hashimoto,Norishige,Japan,175,70,Right,Right,Pitcher,1936,7,19
1378,,101379,Nakamura,Toshiyuki,Japan,170,65,Right,Right,Third baseman,1936,7,22
1379,,101380,Taki,Hideo,Japan,168,75,Right,Right,Catcher,1936,8,17
1380,,101381,Tamazukuri,Yoji,Japan,173,75,Left,Left,Left fielder,1936,8,17
1381,,101382,Kawai,Manabu,Japan,173,68,Right,Right,Second baseman,1936,8,21
1382,,101383,Wako,Tadao,Japan,180,78,Right,Right,Pitcher,1936,8,22
1383,,101384,Katada,Kenji,Japan,170,64,Right,Right,Pitcher,1936,8,23
1384,,101385,Tazawa,Yoshio,Japan,175,73,Right,Right,Pitcher,1936,8,28
1385,,101386,Maruyama,Masami,Japan,180,75,Right,Right,Catcher,1936,8,28
1386,,101387,Tagashira,Mitsuo,Japan,175,68,Right,Right,Pitcher,1936,9,2
1387,,101388,Sekimori,Masaharu,Japan,173,70,Right,Right,Center fielder,1936,9,4
1388,,101389,Munechika,Morihei,Japan,168,68,Left,Left,Pitcher,1936,9,15
1389,,101390,Hatta,Tadashi,Japan,170,71,Left,Right,Second baseman,1936,10,5
1390,,101391,Suzuki,Shigeru,Japan,178,72,Left,Left,Pitcher,1936,10,15
1391,,101392,Shibahara,Kozo,Japan,178,73,Right,Left,Pitcher,1936,11,11
1392,,101393,Kinoshita,Kyozo,Japan,168,60,Left,Left,Left fielder,1936,12,1
1393,,101394,Terashima,Toru,Japan,178,68,Right,Right,Pitcher,1936,12,2
1394,,101395,Kiyoshi,Fumio,Japan,168,60,Right,Right,Shortstop,1936,12,2
1395,,101396,Enomoto,Kihachi,Japan,173,71,Left,Left,First baseman,1936,12,5
1396,,101397,Kawanishi,Hirokazu,Japan,170,63,Right,Right,Pitcher,1936,12,9
1397,,101398,Katsuragi,Takao,Japan,173,83,Right,Right,Third baseman,1936,12,21
1398,,101399,Kawahara,Masakazu,Japan,168,67,Right,Right,Catcher,1937,1,5
1399,,101400,Mori,Masahiko,Japan,173,84,Left,Right,Catcher,1937,1,9
1400,,101401,Matsui,Yoshio,Japan,170,60,Right,Right,Pitcher,1937,1,11
1401,,101402,Okada,Morio,Japan,173,64,Right,Right,Shortstop,1937,1,12
1402,,101403,Ito,Noritada,Japan,180,75,Right,Right,Pitcher,1937,1,15
1403,,101404,Tanimoto,Minoru,Japan,173,78,Right,Right,Catcher,1937,2,1
1404,,101405,Tanaka,Heihachiro,Japan,168,66,Right,Right,Shortstop,1937,2,6
1405,,101406,Nakamura,Keiichi,Japan,178,70,Right,Right,Pitcher,1937,2,6
1406,,101407,Kotani,Nobuo,Japan,168,65,Right,Right,Catcher,1937,2,16
1407,,101408,Wada,Hiromi,Japan,173,75,Right,Right,Catcher,1937,3,26
1408,,101409,Oba,Hiroshi,Japan,175,75,Right,Right,Pitcher,1937,3,31
1409,,101410,Yamamoto,Fumio,Japan,178,68,Right,Right,Pitcher,1937,8,20
1410,,101411,Arakawa,Soichi,Japan,173,68,Right,Right,Left fielder,1925,9,1
1411,,101412,Irube,Hisao,Japan,175,67,Left,Left,Pinch Hitter,1929,6,25
1412,,101413,Ishihara,Teruo,Japan,165,66,Right,Right,Third baseman,1929,11,28
1413,,101414,Ota,Toshiyuki,Japan,173,70,Right,Right,Third baseman,1930,6,22
1414,,101415,Fujishige,Noboru,United States,175,70,Right,Right,Catcher,1930,9,18
1415,,101416,Kawachi,Tadamichi,Japan,173,70,Right,Right,Pinch Hitter,1930,12,24
1416,,101417,Hosaka,Yukinaga,Japan,170,85,Right,Right,Catcher,1931,8,13
1417,,101418,Parente,Dick,United States,176,71,Right,Right,Second baseman,1931,8,16
1418,,101419,Sasaki,Motoji,Japan,175,71,Right,Right,Pitcher,1931,9,10
1419,,101420,Otsu,Atsushi,Japan,170,73,Right,Right,Left fielder,1932,1,2
1420,,101421,Hayashi,Shigeru,Japan,173,73,Right,Right,First baseman,1932,3,1
1421,,101422,Osawa,Masayoshi,Japan,173,77,Right,Right,Left fielder,1932,3,14
1422,,101423,Okada,Yutaka,Japan,165,68,Right,Right,Catcher,1932,9,12
1423,,101424,Hasegawa,Shigeo,Japan,173,83,Left,Left,Center fielder,1932,10,2
1424,,101425,Matsuoka,Masatoshi,Japan,175,65,Right,Right,Second baseman,1932,10,6
